STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
ACN,H,4,TEMP,20240106 2000,20240106 2000,47, ,DEG F
ACN,H,4,TEMP,20240106 2100,20240106 2100,46, ,DEG F
ACN,H,4,TEMP,20240106 2200,20240106 2200,46, ,DEG F
ACN,H,4,TEMP,20240106 2300,20240106 2300,46, ,DEG F
ACN,H,4,TEMP,20240107 0000,20240107 0000,45, ,DEG F
ACN,H,4,TEMP,20240107 0100,20240107 0100,44, ,DEG F
ACN,H,4,TEMP,20240107 0200,20240107 0200,41, ,DEG F
ACN,H,4,TEMP,20240107 0300,20240107 0300,40, ,DEG F
ACN,H,4,TEMP,20240107 0400,20240107 0400,38, ,DEG F
ACN,H,4,TEMP,20240107 0500,20240107 0500,38, ,DEG F
ACN,H,4,TEMP,20240107 0600,20240107 0600,38, ,DEG F
ACN,H,4,TEMP,20240107 0700,20240107 0700,38, ,DEG F
ACN,H,4,TEMP,20240107 0800,20240107 0800,41, ,DEG F
ACN,H,4,TEMP,20240107 0900,20240107 0900,41, ,DEG F
ACN,H,4,TEMP,20240107 1000,20240107 1000,42, ,DEG F
ACN,H,4,TEMP,20240107 1100,20240107 1100,44, ,DEG F
ACN,H,4,TEMP,20240107 1200,20240107 1200,44, ,DEG F
ACN,H,4,TEMP,20240107 1300,20240107 1300,46, ,DEG F
ACN,H,4,TEMP,20240107 1400,20240107 1400,45, ,DEG F
ACN,H,4,TEMP,20240107 1500,20240107 1500,44, ,DEG F
ACN,H,4,TEMP,20240107 1600,20240107 1600,40, ,DEG F
ACN,H,4,TEMP,20240107 1700,20240107 1700,39, ,DEG F
ACN,H,4,TEMP,20240107 1800,20240107 1800,39, ,DEG F
ACN,H,4,TEMP,20240107 1900,20240107 1900,37, ,DEG F
ACN,H,4,TEMP,20240107 2000,20240107 2000,37, ,DEG F
ACN,H,4,TEMP,20240107 2100,20240107 2100,34, ,DEG F
ACN,H,4,TEMP,20240107 2200,20240107 2200,29, ,DEG F
ACN,H,4,TEMP,20240107 2300,20240107 2300,34, ,DEG F
ACN,H,4,TEMP,20240108 0000,20240108 0000,35, ,DEG F
ACN,H,4,TEMP,20240108 0100,20240108 0100,34, ,DEG F
ACN,H,4,TEMP,20240108 0200,20240108 0200,33, ,DEG F
ACN,H,4,TEMP,20240108 0300,20240108 0300,34, ,DEG F
ACN,H,4,TEMP,20240108 0400,20240108 0400,34, ,DEG F
ACN,H,4,TEMP,20240108 0500,20240108 0500,34, ,DEG F
ACN,H,4,TEMP,20240108 0600,20240108 0600,33, ,DEG F
ACN,H,4,TEMP,20240108 0700,20240108 0700,34, ,DEG F
ACN,H,4,TEMP,20240108 0800,20240108 0800,40, ,DEG F
ACN,H,4,TEMP,20240108 0900,20240108 0900,42, ,DEG F
ACN,H,4,TEMP,20240108 1000,20240108 1000,45, ,DEG F
ACN,H,4,TEMP,20240108 1100,20240108 1100,47, ,DEG F
ACN,H,4,TEMP,20240108 1200,20240108 1200,47, ,DEG F
ACN,H,4,TEMP,20240108 1300,20240108 1300,49, ,DEG F
ACN,H,4,TEMP,20240108 1400,20240108 1400,49, ,DEG F
ACN,H,4,TEMP,20240108 1500,20240108 1500,48, ,DEG F
ACN,H,4,TEMP,20240108 1600,20240108 1600,45, ,DEG F
ACN,H,4,TEMP,20240108 1700,20240108 1700,44, ,DEG F
ACN,H,4,TEMP,20240108 1800,20240108 1800,41, ,DEG F
ACN,H,4,TEMP,20240108 1900,20240108 1900,39, ,DEG F
ACN,H,4,TEMP,20240108 2000,20240108 2000,38, ,DEG F
ACN,H,4,TEMP,20240108 2100,20240108 2100,37, ,DEG F
ACN,H,4,TEMP,20240108 2200,20240108 2200,37, ,DEG F
ACN,H,4,TEMP,20240108 2300,20240108 2300,38, ,DEG F
ACN,H,4,TEMP,20240109 0000,20240109 0000,39, ,DEG F
ACN,H,4,TEMP,20240109 0100,20240109 0100,34, ,DEG F
ACN,H,4,TEMP,20240109 0200,20240109 0200,33, ,DEG F
ACN,H,4,TEMP,20240109 0300,20240109 0300,33, ,DEG F
ACN,H,4,TEMP,20240109 0400,20240109 0400,32, ,DEG F
ACN,H,4,TEMP,20240109 0500,20240109 0500,30, ,DEG F
ACN,H,4,TEMP,20240109 0600,20240109 0600,32, ,DEG F
ACN,H,4,TEMP,20240109 0700,20240109 0700,32, ,DEG F
ACN,H,4,TEMP,20240109 0800,20240109 0800,42, ,DEG F
ACN,H,4,TEMP,20240109 0900,20240109 0900,51, ,DEG F
ACN,H,4,TEMP,20240109 1000,20240109 1000,55, ,DEG F
ACN,H,4,TEMP,20240109 1100,20240109 1100,58, ,DEG F
ACN,H,4,TEMP,20240109 1200,20240109 1200,61, ,DEG F
ACN,H,4,TEMP,20240109 1300,20240109 1300,63, ,DEG F
ACN,H,4,TEMP,20240109 1400,20240109 1400,60, ,DEG F
ACN,H,4,TEMP,20240109 1500,20240109 1500,58, ,DEG F
ACN,H,4,TEMP,20240109 1600,20240109 1600,53, ,DEG F
ACN,H,4,TEMP,20240109 1700,20240109 1700,43, ,DEG F
ACN,H,4,TEMP,20240109 1800,20240109 1800,41, ,DEG F
ACN,H,4,TEMP,20240109 1900,20240109 1900,41, ,DEG F
ACN,H,4,TEMP,20240109 2000,20240109 2000,40, ,DEG F
ACN,H,4,TEMP,20240109 2100,20240109 2100,39, ,DEG F
ACN,H,4,TEMP,20240109 2200,20240109 2200,39, ,DEG F
ACN,H,4,TEMP,20240109 2300,20240109 2300,39, ,DEG F
ACN,H,4,TEMP,20240110 0000,20240110 0000,39, ,DEG F
ACN,H,4,TEMP,20240110 0100,20240110 0100,36, ,DEG F
ACN,H,4,TEMP,20240110 0200,20240110 0200,35, ,DEG F
ACN,H,4,TEMP,20240110 0300,20240110 0300,33, ,DEG F
ACN,H,4,TEMP,20240110 0400,20240110 0400,35, ,DEG F
ACN,H,4,TEMP,20240110 0500,20240110 0500,37, ,DEG F
ACN,H,4,TEMP,20240110 0600,20240110 0600,35, ,DEG F
ACN,H,4,TEMP,20240110 0700,20240110 0700,39, ,DEG F
ACN,H,4,TEMP,20240110 0800,20240110 0800,46, ,DEG F
ACN,H,4,TEMP,20240110 0900,20240110 0900,48, ,DEG F
ACN,H,4,TEMP,20240110 1000,20240110 1000,52, ,DEG F
ACN,H,4,TEMP,20240110 1100,20240110 1100,53, ,DEG F
ACN,H,4,TEMP,20240110 1200,20240110 1200,56, ,DEG F
ACN,H,4,TEMP,20240110 1300,20240110 1300,58, ,DEG F
ACN,H,4,TEMP,20240110 1400,20240110 1400,56, ,DEG F
ACN,H,4,TEMP,20240110 1500,20240110 1500,56, ,DEG F
ACN,H,4,TEMP,20240110 1600,20240110 1600,49, ,DEG F
ACN,H,4,TEMP,20240110 1700,20240110 1700,45, ,DEG F
ACN,H,4,TEMP,20240110 1800,20240110 1800,43, ,DEG F
ACN,H,4,TEMP,20240110 1900,20240110 1900,40, ,DEG F
ACN,H,4,TEMP,20240110 2000,20240110 2000,37, ,DEG F
ACN,H,4,TEMP,20240110 2100,20240110 2100,38, ,DEG F
ACN,H,4,TEMP,20240110 2200,20240110 2200,35, ,DEG F
ACN,H,4,TEMP,20240110 2300,20240110 2300,37, ,DEG F
ACN,H,4,TEMP,20240111 0000,20240111 0000,34, ,DEG F
ACN,H,4,TEMP,20240111 0100,20240111 0100,32, ,DEG F
ACN,H,4,TEMP,20240111 0200,20240111 0200,34, ,DEG F
ACN,H,4,TEMP,20240111 0300,20240111 0300,37, ,DEG F
ACN,H,4,TEMP,20240111 0400,20240111 0400,40, ,DEG F
ACN,H,4,TEMP,20240111 0500,20240111 0500,40, ,DEG F
ACN,H,4,TEMP,20240111 0600,20240111 0600,39, ,DEG F
ACN,H,4,TEMP,20240111 0700,20240111 0700,39, ,DEG F
ACN,H,4,TEMP,20240111 0800,20240111 0800,40, ,DEG F
ACN,H,4,TEMP,20240111 0900,20240111 0900,42, ,DEG F
ACN,H,4,TEMP,20240111 1000,20240111 1000,45, ,DEG F
ACN,H,4,TEMP,20240111 1100,20240111 1100,47, ,DEG F
ACN,H,4,TEMP,20240111 1200,20240111 1200,49, ,DEG F
ACN,H,4,TEMP,20240111 1300,20240111 1300,50, ,DEG F
ACN,H,4,TEMP,20240111 1400,20240111 1400,51, ,DEG F
ACN,H,4,TEMP,20240111 1500,20240111 1500,50, ,DEG F
ACN,H,4,TEMP,20240111 1600,20240111 1600,44, ,DEG F
ACN,H,4,TEMP,20240111 1700,20240111 1700,38, ,DEG F
ACN,H,4,TEMP,20240111 1800,20240111 1800,34, ,DEG F
ACN,H,4,TEMP,20240111 1900,20240111 1900,32, ,DEG F
ACN,H,4,TEMP,20240111 2000,20240111 2000,31, ,DEG F
ACN,H,4,TEMP,20240111 2100,20240111 2100,30, ,DEG F
ACN,H,4,TEMP,20240111 2200,20240111 2200,29, ,DEG F
ACN,H,4,TEMP,20240111 2300,20240111 2300,30, ,DEG F
ACN,H,4,TEMP,20240112 0000,20240112 0000,29, ,DEG F
ACN,H,4,TEMP,20240112 0100,20240112 0100,30, ,DEG F
ACN,H,4,TEMP,20240112 0200,20240112 0200,28, ,DEG F
ACN,H,4,TEMP,20240112 0300,20240112 0300,28, ,DEG F
ACN,H,4,TEMP,20240112 0400,20240112 0400,28, ,DEG F
ACN,H,4,TEMP,20240112 0500,20240112 0500,29, ,DEG F
ACN,H,4,TEMP,20240112 0600,20240112 0600,28, ,DEG F
ACN,H,4,TEMP,20240112 0700,20240112 0700,30, ,DEG F
ACN,H,4,TEMP,20240112 0800,20240112 0800,40, ,DEG F
ACN,H,4,TEMP,20240112 0900,20240112 0900,48, ,DEG F
ACN,H,4,TEMP,20240112 1000,20240112 1000,53, ,DEG F
ACN,H,4,TEMP,20240112 1100,20240112 1100,57, ,DEG F
ACN,H,4,TEMP,20240112 1200,20240112 1200,58, ,DEG F
ACN,H,4,TEMP,20240112 1300,20240112 1300,60, ,DEG F
ACN,H,4,TEMP,20240112 1400,20240112 1400,59, ,DEG F
ACN,H,4,TEMP,20240112 1500,20240112 1500,58, ,DEG F
ACN,H,4,TEMP,20240112 1600,20240112 1600,52, ,DEG F
ACN,H,4,TEMP,20240112 1700,20240112 1700,44, ,DEG F
ACN,H,4,TEMP,20240112 1800,20240112 1800,42, ,DEG F
ACN,H,4,TEMP,20240112 1900,20240112 1900,37, ,DEG F
ACN,H,4,TEMP,20240112 2000,20240112 2000,35, ,DEG F
ACN,H,4,TEMP,20240112 2100,20240112 2100,35, ,DEG F
ACN,H,4,TEMP,20240112 2200,20240112 2200,33, ,DEG F
ACN,H,4,TEMP,20240112 2300,20240112 2300,35, ,DEG F
ACN,H,4,TEMP,20240113 0000,20240113 0000,33, ,DEG F
ACN,H,4,TEMP,20240113 0100,20240113 0100,32, ,DEG F
ACN,H,4,TEMP,20240113 0200,20240113 0200,34, ,DEG F
ACN,H,4,TEMP,20240113 0300,20240113 0300,32, ,DEG F
ACN,H,4,TEMP,20240113 0400,20240113 0400,32, ,DEG F
ACN,H,4,TEMP,20240113 0500,20240113 0500,34, ,DEG F
ACN,H,4,TEMP,20240113 0600,20240113 0600,33, ,DEG F
ACN,H,4,TEMP,20240113 0700,20240113 0700,36, ,DEG F
ACN,H,4,TEMP,20240113 0800,20240113 0800,44, ,DEG F
ACN,H,4,TEMP,20240113 0900,20240113 0900,55, ,DEG F
ACN,H,4,TEMP,20240113 1000,20240113 1000,63, ,DEG F
ACN,H,4,TEMP,20240113 1100,20240113 1100,64, ,DEG F
ACN,H,4,TEMP,20240113 1200,20240113 1200,67, ,DEG F
ACN,H,4,TEMP,20240113 1300,20240113 1300,66, ,DEG F
ACN,H,4,TEMP,20240113 1400,20240113 1400,66, ,DEG F
ACN,H,4,TEMP,20240113 1500,20240113 1500,62, ,DEG F
ACN,H,4,TEMP,20240113 1600,20240113 1600,57, ,DEG F
ACN,H,4,TEMP,20240113 1700,20240113 1700,51, ,DEG F
ACN,H,4,TEMP,20240113 1800,20240113 1800,47, ,DEG F
ACN,H,4,TEMP,20240113 1900,20240113 1900,43, ,DEG F
ACN,H,4,TEMP,20240113 2000,20240113 2000,41, ,DEG F
ACN,H,4,TEMP,20240113 2100,20240113 2100,38, ,DEG F
ACN,H,4,TEMP,20240113 2200,20240113 2200,36, ,DEG F
ACN,H,4,TEMP,20240113 2300,20240113 2300,34, ,DEG F
ACN,H,4,TEMP,20240114 0000,20240114 0000,34, ,DEG F
ACN,H,4,TEMP,20240114 0100,20240114 0100,33, ,DEG F
ACN,H,4,TEMP,20240114 0200,20240114 0200,32, ,DEG F
ACN,H,4,TEMP,20240114 0300,20240114 0300,32, ,DEG F
ACN,H,4,TEMP,20240114 0400,20240114 0400,32, ,DEG F
ACN,H,4,TEMP,20240114 0500,20240114 0500,35, ,DEG F
ACN,H,4,TEMP,20240114 0600,20240114 0600,34, ,DEG F
ACN,H,4,TEMP,20240114 0700,20240114 0700,37, ,DEG F
ACN,H,4,TEMP,20240114 0800,20240114 0800,45, ,DEG F
ACN,H,4,TEMP,20240114 0900,20240114 0900,57, ,DEG F
ACN,H,4,TEMP,20240114 1000,20240114 1000,61, ,DEG F
ACN,H,4,TEMP,20240114 1100,20240114 1100,63, ,DEG F
ACN,H,4,TEMP,20240114 1200,20240114 1200,64, ,DEG F
ACN,H,4,TEMP,20240114 1300,20240114 1300,63, ,DEG F
ACN,H,4,TEMP,20240114 1400,20240114 1400,61, ,DEG F
ACN,H,4,TEMP,20240114 1500,20240114 1500,60, ,DEG F
ACN,H,4,TEMP,20240114 1600,20240114 1600,58, ,DEG F
ACN,H,4,TEMP,20240114 1700,20240114 1700,54, ,DEG F
ACN,H,4,TEMP,20240114 1800,20240114 1800,50, ,DEG F
ACN,H,4,TEMP,20240114 1900,20240114 1900,45, ,DEG F
ACN,H,4,TEMP,20240114 2000,20240114 2000,45, ,DEG F
ACN,H,4,TEMP,20240114 2100,20240114 2100,43, ,DEG F
ACN,H,4,TEMP,20240114 2200,20240114 2200,44, ,DEG F
ACN,H,4,TEMP,20240114 2300,20240114 2300,45, ,DEG F
ACN,H,4,TEMP,20240115 0000,20240115 0000,42, ,DEG F
ACN,H,4,TEMP,20240115 0100,20240115 0100,38, ,DEG F
ACN,H,4,TEMP,20240115 0200,20240115 0200,40, ,DEG F
ACN,H,4,TEMP,20240115 0300,20240115 0300,38, ,DEG F
ACN,H,4,TEMP,20240115 0400,20240115 0400,36, ,DEG F
ACN,H,4,TEMP,20240115 0500,20240115 0500,38, ,DEG F
ACN,H,4,TEMP,20240115 0600,20240115 0600,40, ,DEG F
ACN,H,4,TEMP,20240115 0700,20240115 0700,44, ,DEG F
ACN,H,4,TEMP,20240115 0800,20240115 0800,49, ,DEG F
ACN,H,4,TEMP,20240115 0900,20240115 0900,57, ,DEG F
ACN,H,4,TEMP,20240115 1000,20240115 1000,59, ,DEG F
ACN,H,4,TEMP,20240115 1100,20240115 1100,58, ,DEG F
ACN,H,4,TEMP,20240115 1200,20240115 1200,61, ,DEG F
ACN,H,4,TEMP,20240115 1300,20240115 1300,61, ,DEG F
ACN,H,4,TEMP,20240115 1400,20240115 1400,62, ,DEG F
ACN,H,4,TEMP,20240115 1500,20240115 1500,59, ,DEG F
ACN,H,4,TEMP,20240115 1600,20240115 1600,56, ,DEG F
ACN,H,4,TEMP,20240115 1700,20240115 1700,49, ,DEG F
ACN,H,4,TEMP,20240115 1800,20240115 1800,48, ,DEG F
ACN,H,4,TEMP,20240115 1900,20240115 1900,46, ,DEG F
ACN,H,4,TEMP,20240115 2000,20240115 2000,44, ,DEG F
ACN,H,4,TEMP,20240115 2100,20240115 2100,44, ,DEG F
ACN,H,4,TEMP,20240115 2200,20240115 2200,44, ,DEG F
ACN,H,4,TEMP,20240115 2300,20240115 2300,47, ,DEG F
ACN,H,4,TEMP,20240116 0000,20240116 0000,44, ,DEG F
ACN,H,4,TEMP,20240116 0100,20240116 0100,50, ,DEG F
ACN,H,4,TEMP,20240116 0200,20240116 0200,48, ,DEG F
ACN,H,4,TEMP,20240116 0300,20240116 0300,45, ,DEG F
ACN,H,4,TEMP,20240116 0400,20240116 0400,42, ,DEG F
ACN,H,4,TEMP,20240116 0500,20240116 0500,40, ,DEG F
ACN,H,4,TEMP,20240116 0600,20240116 0600,42, ,DEG F
ACN,H,4,TEMP,20240116 0700,20240116 0700,43, ,DEG F
ACN,H,4,TEMP,20240116 0800,20240116 0800,54, ,DEG F
ACN,H,4,TEMP,20240116 0900,20240116 0900,57, ,DEG F
ACN,H,4,TEMP,20240116 1000,20240116 1000,59, ,DEG F
ACN,H,4,TEMP,20240116 1100,20240116 1100,61, ,DEG F
ACN,H,4,TEMP,20240116 1200,20240116 1200,64, ,DEG F
ACN,H,4,TEMP,20240116 1300,20240116 1300,69, ,DEG F
ACN,H,4,TEMP,20240116 1400,20240116 1400,71, ,DEG F
ACN,H,4,TEMP,20240116 1500,20240116 1500,68, ,DEG F
ACN,H,4,TEMP,20240116 1600,20240116 1600,62, ,DEG F
ACN,H,4,TEMP,20240116 1700,20240116 1700,55, ,DEG F
ACN,H,4,TEMP,20240116 1800,20240116 1800,51, ,DEG F
ACN,H,4,TEMP,20240116 1900,20240116 1900,47, ,DEG F
ACN,H,4,TEMP,20240116 2000,20240116 2000,44, ,DEG F
ACN,H,4,TEMP,20240116 2100,20240116 2100,43, ,DEG F
ACN,H,4,TEMP,20240116 2200,20240116 2200,42, ,DEG F
ACN,H,4,TEMP,20240116 2300,20240116 2300,42, ,DEG F
ACN,H,4,TEMP,20240117 0000,20240117 0000,41, ,DEG F
