STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
WWP,H,2,RAIN,20240110 1900,20240110 1900,3.26, ,INCHES
WWP,H,2,RAIN,20240110 2000,20240110 2000,3.26, ,INCHES
WWP,H,2,RAIN,20240110 2100,20240110 2100,3.26, ,INCHES
WWP,H,2,RAIN,20240110 2200,20240110 2200,3.26, ,INCHES
WWP,H,2,RAIN,20240110 2300,20240110 2300,3.26, ,INCHES
WWP,H,2,RAIN,20240111 0000,20240111 0000,3.26, ,INCHES
WWP,H,2,RAIN,20240111 0100,20240111 0100,3.26, ,INCHES
WWP,H,2,RAIN,20240111 0200,20240111 0200,3.26, ,INCHES
WWP,H,2,RAIN,20240111 0300,20240111 0300,3.26, ,INCHES
WWP,H,2,RAIN,20240111 0400,20240111 0400,3.26, ,INCHES
WWP,H,2,RAIN,20240111 0500,20240111 0500,3.26, ,INCHES
WWP,H,2,RAIN,20240111 0600,20240111 0600,3.26, ,INCHES
WWP,H,2,RAIN,20240111 0700,20240111 0700,3.26, ,INCHES
WWP,H,2,RAIN,20240111 0800,20240111 0800,3.26, ,INCHES
WWP,H,2,RAIN,20240111 0900,20240111 0900,3.26, ,INCHES
WWP,H,2,RAIN,20240111 1000,20240111 1000,3.26, ,INCHES
WWP,H,2,RAIN,20240111 1100,20240111 1100,3.26, ,INCHES
WWP,H,2,RAIN,20240111 1200,20240111 1200,3.26, ,INCHES
WWP,H,2,RAIN,20240111 1300,20240111 1300,3.26, ,INCHES
WWP,H,2,RAIN,20240111 1400,20240111 1400,3.26, ,INCHES
WWP,H,2,RAIN,20240111 1500,20240111 1500,3.26, ,INCHES
WWP,H,2,RAIN,20240111 1600,20240111 1600,3.26, ,INCHES
WWP,H,2,RAIN,20240111 1700,20240111 1700,3.26, ,INCHES
WWP,H,2,RAIN,20240111 1800,20240111 1800,3.26, ,INCHES
WWP,H,2,RAIN,20240111 1900,20240111 1900,3.26, ,INCHES
WWP,H,2,RAIN,20240111 2000,20240111 2000,3.26, ,INCHES
WWP,H,2,RAIN,20240111 2100,20240111 2100,3.26, ,INCHES
WWP,H,2,RAIN,20240111 2200,20240111 2200,3.26, ,INCHES
WWP,H,2,RAIN,20240111 2300,20240111 2300,3.26, ,INCHES
WWP,H,2,RAIN,20240112 0000,20240112 0000,3.26, ,INCHES
WWP,H,2,RAIN,20240112 0100,20240112 0100,3.26, ,INCHES
WWP,H,2,RAIN,20240112 0200,20240112 0200,3.26, ,INCHES
WWP,H,2,RAIN,20240112 0300,20240112 0300,3.26, ,INCHES
WWP,H,2,RAIN,20240112 0400,20240112 0400,3.26, ,INCHES
WWP,H,2,RAIN,20240112 0500,20240112 0500,3.26, ,INCHES
WWP,H,2,RAIN,20240112 0600,20240112 0600,3.26, ,INCHES
WWP,H,2,RAIN,20240112 0700,20240112 0700,3.26, ,INCHES
WWP,H,2,RAIN,20240112 0800,20240112 0800,3.26, ,INCHES
WWP,H,2,RAIN,20240112 0900,20240112 0900,3.26, ,INCHES
WWP,H,2,RAIN,20240112 1000,20240112 1000,3.26, ,INCHES
WWP,H,2,RAIN,20240112 1100,20240112 1100,3.26, ,INCHES
WWP,H,2,RAIN,20240112 1200,20240112 1200,3.26, ,INCHES
WWP,H,2,RAIN,20240112 1300,20240112 1300,3.26, ,INCHES
WWP,H,2,RAIN,20240112 1400,20240112 1400,3.26, ,INCHES
WWP,H,2,RAIN,20240112 1500,20240112 1500,3.26, ,INCHES
WWP,H,2,RAIN,20240112 1600,20240112 1600,3.26, ,INCHES
WWP,H,2,RAIN,20240112 1700,20240112 1700,3.26, ,INCHES
WWP,H,2,RAIN,20240112 1800,20240112 1800,3.26, ,INCHES
WWP,H,2,RAIN,20240112 1900,20240112 1900,3.26, ,INCHES
WWP,H,2,RAIN,20240112 2000,20240112 2000,3.26, ,INCHES
WWP,H,2,RAIN,20240112 2100,20240112 2100,3.26, ,INCHES
WWP,H,2,RAIN,20240112 2200,20240112 2200,3.26, ,INCHES
WWP,H,2,RAIN,20240112 2300,20240112 2300,3.26, ,INCHES
WWP,H,2,RAIN,20240113 0000,20240113 0000,3.26, ,INCHES
WWP,H,2,RAIN,20240113 0100,20240113 0100,3.26, ,INCHES
WWP,H,2,RAIN,20240113 0200,20240113 0200,3.26, ,INCHES
WWP,H,2,RAIN,20240113 0300,20240113 0300,3.26, ,INCHES
WWP,H,2,RAIN,20240113 0400,20240113 0400,3.26, ,INCHES
WWP,H,2,RAIN,20240113 0500,20240113 0500,3.26, ,INCHES
WWP,H,2,RAIN,20240113 0600,20240113 0600,3.26, ,INCHES
WWP,H,2,RAIN,20240113 0700,20240113 0700,3.26, ,INCHES
WWP,H,2,RAIN,20240113 0800,20240113 0800,3.26, ,INCHES
WWP,H,2,RAIN,20240113 0900,20240113 0900,3.26, ,INCHES
WWP,H,2,RAIN,20240113 1000,20240113 1000,3.26, ,INCHES
WWP,H,2,RAIN,20240113 1100,20240113 1100,3.26, ,INCHES
WWP,H,2,RAIN,20240113 1200,20240113 1200,3.26, ,INCHES
WWP,H,2,RAIN,20240113 1300,20240113 1300,3.26, ,INCHES
WWP,H,2,RAIN,20240113 1400,20240113 1400,3.26, ,INCHES
WWP,H,2,RAIN,20240113 1500,20240113 1500,3.26, ,INCHES
WWP,H,2,RAIN,20240113 1600,20240113 1600,3.26, ,INCHES
WWP,H,2,RAIN,20240113 1700,20240113 1700,3.26, ,INCHES
WWP,H,2,RAIN,20240113 1800,20240113 1800,3.26, ,INCHES
WWP,H,2,RAIN,20240113 1900,20240113 1900,3.26, ,INCHES
WWP,H,2,RAIN,20240113 2000,20240113 2000,3.26, ,INCHES
WWP,H,2,RAIN,20240113 2100,20240113 2100,3.26, ,INCHES
WWP,H,2,RAIN,20240113 2200,20240113 2200,3.26, ,INCHES
WWP,H,2,RAIN,20240113 2300,20240113 2300,3.26, ,INCHES
WWP,H,2,RAIN,20240114 0000,20240114 0000,3.26, ,INCHES
WWP,H,2,RAIN,20240114 0100,20240114 0100,3.26, ,INCHES
WWP,H,2,RAIN,20240114 0200,20240114 0200,3.26, ,INCHES
WWP,H,2,RAIN,20240114 0300,20240114 0300,3.26, ,INCHES
WWP,H,2,RAIN,20240114 0400,20240114 0400,3.26, ,INCHES
WWP,H,2,RAIN,20240114 0500,20240114 0500,3.26, ,INCHES
WWP,H,2,RAIN,20240114 0600,20240114 0600,3.26, ,INCHES
WWP,H,2,RAIN,20240114 0700,20240114 0700,3.26, ,INCHES
WWP,H,2,RAIN,20240114 0800,20240114 0800,3.26, ,INCHES
WWP,H,2,RAIN,20240114 0900,20240114 0900,3.26, ,INCHES
WWP,H,2,RAIN,20240114 1000,20240114 1000,3.26, ,INCHES
WWP,H,2,RAIN,20240114 1100,20240114 1100,3.26, ,INCHES
WWP,H,2,RAIN,20240114 1200,20240114 1200,3.26, ,INCHES
WWP,H,2,RAIN,20240114 1300,20240114 1300,3.26, ,INCHES
WWP,H,2,RAIN,20240114 1400,20240114 1400,3.26, ,INCHES
WWP,H,2,RAIN,20240114 1500,20240114 1500,3.26, ,INCHES
WWP,H,2,RAIN,20240114 1600,20240114 1600,3.26, ,INCHES
WWP,H,2,RAIN,20240114 1700,20240114 1700,3.26, ,INCHES
WWP,H,2,RAIN,20240114 1800,20240114 1800,3.26, ,INCHES
WWP,H,2,RAIN,20240114 1900,20240114 1900,3.26, ,INCHES
WWP,H,2,RAIN,20240114 2000,20240114 2000,3.26, ,INCHES
WWP,H,2,RAIN,20240114 2100,20240114 2100,3.26, ,INCHES
WWP,H,2,RAIN,20240114 2200,20240114 2200,3.26, ,INCHES
WWP,H,2,RAIN,20240114 2300,20240114 2300,3.26, ,INCHES
WWP,H,2,RAIN,20240115 0000,20240115 0000,3.26, ,INCHES
WWP,H,2,RAIN,20240115 0100,20240115 0100,3.26, ,INCHES
WWP,H,2,RAIN,20240115 0200,20240115 0200,3.26, ,INCHES
WWP,H,2,RAIN,20240115 0300,20240115 0300,3.26, ,INCHES
WWP,H,2,RAIN,20240115 0400,20240115 0400,3.26, ,INCHES
WWP,H,2,RAIN,20240115 0500,20240115 0500,3.26, ,INCHES
WWP,H,2,RAIN,20240115 0600,20240115 0600,3.26, ,INCHES
WWP,H,2,RAIN,20240115 0700,20240115 0700,3.26, ,INCHES
WWP,H,2,RAIN,20240115 0800,20240115 0800,3.26, ,INCHES
WWP,H,2,RAIN,20240115 0900,20240115 0900,3.26, ,INCHES
WWP,H,2,RAIN,20240115 1000,20240115 1000,3.26, ,INCHES
WWP,H,2,RAIN,20240115 1100,20240115 1100,3.26, ,INCHES
WWP,H,2,RAIN,20240115 1200,20240115 1200,3.26, ,INCHES
WWP,H,2,RAIN,20240115 1300,20240115 1300,3.26, ,INCHES
WWP,H,2,RAIN,20240115 1400,20240115 1400,3.26, ,INCHES
WWP,H,2,RAIN,20240115 1500,20240115 1500,3.26, ,INCHES
WWP,H,2,RAIN,20240115 1600,20240115 1600,3.26, ,INCHES
WWP,H,2,RAIN,20240115 1700,20240115 1700,3.26, ,INCHES
WWP,H,2,RAIN,20240115 1800,20240115 1800,3.26, ,INCHES
WWP,H,2,RAIN,20240115 1900,20240115 1900,3.26, ,INCHES
WWP,H,2,RAIN,20240115 2000,20240115 2000,3.26, ,INCHES
WWP,H,2,RAIN,20240115 2100,20240115 2100,3.26, ,INCHES
WWP,H,2,RAIN,20240115 2200,20240115 2200,3.26, ,INCHES
WWP,H,2,RAIN,20240115 2300,20240115 2300,3.26, ,INCHES
WWP,H,2,RAIN,20240116 0000,20240116 0000,3.26, ,INCHES
WWP,H,2,RAIN,20240116 0100,20240116 0100,3.26, ,INCHES
WWP,H,2,RAIN,20240116 0200,20240116 0200,3.26, ,INCHES
WWP,H,2,RAIN,20240116 0300,20240116 0300,3.26, ,INCHES
WWP,H,2,RAIN,20240116 0400,20240116 0400,3.26, ,INCHES
